线路名称,站点名称,line_order,经度,纬度,map_seq_id,raw_station_id,station_key,display_order,wind_exposed,line_color
亦庄线,次渠南站,12,116.5814,39.7951,,151019563,次渠南站,12.0,True,#E40077
亦庄线,次渠站,13,116.5915,39.8035,,151019565,次渠站,13.0,True,#E40077
亦庄线,亦庄火车站,14,116.6019,39.8126,,151019567,亦庄火车站,14.0,True,#E40077
房山线,首经贸站,1,116.3202,39.8445,,151018029,首经贸站,1.0,True,#D86018
房山线,花乡东桥站,2,,,,151019281,花乡东桥站,2.0,True,#D86018
房山线,白盆窑站,3,,,,151019283,白盆窑站,3.0,True,#D86018
房山线,郭公庄站,4,116.3019,39.8143,,150997293,郭公庄站,4.0,True,#D86018
房山线,大葆台站,5,116.2917,39.8078,,151019287,大葆台站,5.0,True,#D86018
房山线,稻田站,6,116.2188,39.7949,,151019289,稻田站,6.0,True,#D86018
房山线,长阳站,7,116.2127,39.7639,,151019291,长阳站,7.0,True,#D86018
房山线,篱笆房站,8,116.1895,39.7606,,151019293,篱笆房站,8.0,True,#D86018
房山线,广阳城站,9,116.185,39.7479,,151019295,广阳城站,9.0,True,#D86018
房山线,良乡大学城北站,10,116.1835,39.7299,,151019297,良乡大学城北站,10.0,True,#D86018
房山线,良乡大学城站,11,116.1765,39.7232,,151019299,良乡大学城站,11.0,True,#D86018
房山线,良乡大学城西站,12,116.1563,39.7232,,151019301,良乡大学城西站,12.0,True,#D86018
房山线,良乡南关站,13,116.1408,39.7232,,151019303,良乡南关站,13.0,True,#D86018
房山线,苏庄站,14,116.1253,39.7232,,151019305,苏庄站,14.0,True,#D86018
房山线,阎村东站,15,116.1008,39.729,,151018533,阎村东站,15.0,True,#D86018
房山线,东管头南站,16,,,,151019277,东管头南站,16.0,True,#D86018
S1线,金安桥站,1,116.1632,39.9236,,150996489,金安桥站,1.0,True,#A45A2A
S1线,四道桥站,2,116.134,39.916,,151018271,四道桥站,2.0,True,#A45A2A
S1线,桥户营站,3,116.1258,39.9124,,151018269,桥户营站,3.0,True,#A45A2A
S1线,上岸站,4,116.1222,39.9051,,151018267,上岸站,4.0,True,#A45A2A
S1线,栗园庄站,5,116.1233,39.8958,,151018265,栗园庄站,5.0,True,#A45A2A
S1线,小园站,6,116.1144,39.8905,,151018263,小园站,6.0,True,#A45A2A
S1线,石厂站,7,116.1003,39.8894,,151018261,石厂站,7.0,True,#A45A2A
燕房线,燕山站,1,115.9734,39.7196,,151018517,燕山站,1.0,True,#D86018
燕房线,房山城关站,2,115.9896,39.7061,,151018519,房山城关站,2.0,True,#D86018
燕房线,饶乐府站,3,116.0061,39.7015,,151018521,饶乐府站,3.0,True,#D86018
燕房线,马各庄站,4,116.0166,39.7051,,151018523,马各庄站,4.0,True,#D86018
燕房线,大石河东站,5,116.0399,39.7099,,151018525,大石河东站,5.0,True,#D86018
燕房线,星城站,6,116.0614,39.7137,,151018527,星城站,6.0,True,#D86018
燕房线,阎村站,7,116.0802,39.7167,,151018529,阎村站,7.0,True,#D86018
燕房线,紫草坞站,8,116.0867,39.7246,,151018531,紫草坞站,8.0,True,#D86018
燕房线,阎村东站,9,116.1008,39.729,,151018533,阎村东站,9.0,True,#D86018
首都机场线,三元桥站,1,116.4571,39.9608,,150997531,三元桥站,1.0,True,#A192B2
首都机场线,2号航站楼站,2,,,,,2号航站楼站,2.0,True,#A192B2
首都机场线,东直门站,3,116.4358,39.9416,,150995470,东直门站,3.0,True,#A192B2
首都机场线,3号航站楼站,4,,,,,3号航站楼站,4.0,True,#A192B2
大兴机场线,大兴机场站,1,,,,151017499,大兴机场站,1.0,False,#0049A5
大兴机场线,大兴新城站,2,,,,151017497,大兴新城站,2.0,False,#0049A5
大兴机场线,草桥站,3,116.3514,39.8459,,151017495,草桥站,3.0,False,#0049A5
